Journal;Year;Titel;Observation;Interview;Content Analysis;Other;Observation_y/n;Interview_y/n;ContentAnalysis_y/n;Other_y/n;Subject;Medium;Field
Journal of Computer-Mediated Communication;2009;The Influence of the Internet on European Journalism;no;only method;no;no;no;yes;no;no;communicator research;internet;journalism
Journal of Computer-Mediated Communication;2014;Communicating Through Location: The Understood Meaning of the Foursquare Check-In;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2010;Spanish Content on Hospital Websites: An Analysis of U.S. Hospitals' in Concentrated Latino Communities;no;no;only method;no;no;no;yes;no;media contents;internet;PR/campaining
Journal of Computer-Mediated Communication;2008;Disaffection or expected outcomes: Understanding personal Internet use during work;no;no;only method;no;no;no;yes;no;uses & gratifications;internet;private_shpere
Journal of Computer-Mediated Communication;2013;'Is this normal?' The role of category predicates in constructing mental illness online;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Journal of Computer-Mediated Communication;2008;Creative Strategies in Viral Advertising: An Application of Taylor?s Six-Segment Message Strategy Wheel;no;no;only method;no;no;no;yes;no;media contents;internet;advertising
Journal of Computer-Mediated Communication;2009;Old Communication, New Literacies: Social Network Sites as Social Learning Resources;no;coequal method;coequal method;no;no;yes;yes;no;media effects;computer;private_shpere
Journal of Computer-Mediated Communication;2015;Social Media and Trust during the Gezi Protests in Turkey;no;only method;no;no;no;yes;no;no;communicator research;computer;PR/campaining
Journal of Computer-Mediated Communication;2006;Gender and Computer Games: Exploring Females? Dislikes;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Computer-Mediated Communication;2009;Discussion catalysts in online political discussions: Content importers and conversation starters;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Computer-Mediated Communication;2013;Evolving Mobile Media: Uses and Conceptualizations of the Mobile Internet;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Journal of Computer-Mediated Communication;2009;Blogs as Alternative;no;no;only method;no;no;no;yes;no;media contents;computer;combination
Journal of Computer-Mediated Communication;2006;Metropolitan Websites as Urban Communication;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Journal of Computer-Mediated Communication;2014;Credibility of Social Network Sites for Political Information Among Politically Interested Internet Users;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;PR/campaining
Journal of Computer-Mediated Communication;2009;Talking Text and Talking Back: My BFF Jill from Boob Tube to YouTube;no;no;only method;no;no;no;yes;no;media contents;internet;advertising
Journal of Computer-Mediated Communication;2007;Ethos in Chaos? Reaction to Video Files Depicting Socially Harmful Images in the Channel 2 Japanese Internet Forum;no;no;only method;no;no;no;yes;no;media contents;computer;combination
Journal of Computer-Mediated Communication;2009;Mapping the Terrain of ?Generation C?: Places and Practices of Online Content Creation Among Estonian Teenagers;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Journal of Computer-Mediated Communication;2002;Mass Customization: On-line Consumer Involvement in Product Design;no;only method;no;no;no;yes;no;no;media effects;internet;advertising
Journal of Computer-Mediated Communication;2005;Community Networks: Where Offline Communities Meet Online;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2007;Configurations of Relationships in Different Media: FtF, Email, Instant Messenger, Mobile Phone, and SMS;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Journal of Computer-Mediated Communication;2009;The Role of Internet User Characteristics and Motives in Explaining Three Dimensions of Internet Addiction;no;only method;no;no;no;yes;no;no;media effects;internet;combination
Journal of Computer-Mediated Communication;2006;Management, Market, and Financial Factors Separating Winners and Losers in E-Business;no;only method;no;no;no;yes;no;no;communicator research;internet;PR/campaining
Journal of Computer-Mediated Communication;2014;Can Our Group Survive? An Investigation of the Evolution of Mixed-Mode Groups;no;only method;no;no;no;yes;no;no;communicator research;computer;private_shpere
Journal of Computer-Mediated Communication;2010;Counseling Young Cannabis Users by Text Message;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Journal of Computer-Mediated Communication;2004;The Impact of Customer Relationship Management on Customer Loyalty: The Moderating Role of Web Site Characteristics;no;only method;no;no;no;yes;no;no;media effects;internet;advertising
Journal of Computer-Mediated Communication;2005;Evaluation of a Systematic Design for a Virtual Patient Community;no;only method;no;no;no;yes;no;no;media effects;internet;PR/campaining
Journal of Computer-Mediated Communication;2007;Vive Les Roses!: The Architecture of Commitment in an Online Pregnancy and Mothering Group;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2009;Home, School, Borrowed, Public or Mobile: Variations in Young Singaporeans' Internet Access and Their Implications;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Journal of Computer-Mediated Communication;2005;Comparing How Students Collaborate to Learn About the Self and Relationships in a Real-Time Non-Turn-Taking Online and Turn-Taking Face-to-Face Environment;no;only method;no;no;no;yes;no;no;media effects;computer;private_shpere
Journal of Computer-Mediated Communication;2008;Attitude Toward Mobile Text Messaging: An Expectancy-Based Perspective;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2002;Ideological Discourses in the Making of Internet Career Sites;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Journal of Computer-Mediated Communication;2008;A Multifaceted Tool for a Complex Phenomenon: Coding Web-Based Interactivity as Technologies for Interaction Evolve;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Computer-Mediated Communication;2004;Privacy, Trust, and Disclosure: Exploring Barriers to Electronic Commerce;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;advertising
Journal of Computer-Mediated Communication;2007;Online vs. Face-to-Face Deliberation: Effects on Civic Engagement;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Journal of Computer-Mediated Communication;2007;Psychological and Social Influences on Blog Writing: An Online Survey of Blog Authors in Japan;no;only method;no;no;no;yes;no;no;communicator research;computer;private_shpere
Journal of Computer-Mediated Communication;2015;Gaming Social Capital: Exploring Civic Value in Multiplayer Video Games;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Computer-Mediated Communication;2007;Methical Jane: Perspectives on an Undisclosed Virtual Student;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2006;The Construction of Away Messages: A Speech Act Analysis;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Computer-Mediated Communication;2001;Evolving Pediatrician Perceptions of a Telemedicine Program;no;only method;no;no;no;yes;no;no;communicator research;computer;private_shpere
Journal of Computer-Mediated Communication;2008;Capturing Global Youth: Mobile Gaming in the U.S., Spain, and the Czech Republic;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Computer-Mediated Communication;2003;Hyperlink Analyses of the World Wide Web: A Review;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Computer-Mediated Communication;2008;Developing network indicators for ideological landscapes from the political blogosphere in South Korea;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Computer-Mediated Communication;2007;CMC Modes for Learning Tasks at a Distance;no;no;only method;no;no;no;yes;no;uses & gratifications;combination;private_shpere
Journal of Computer-Mediated Communication;2004;Online News Production in Flanders: How Flemish Online Journalists Perceive and Explore the Internet's Potential;no;only method;no;no;no;yes;no;no;communicator research;internet;journalism
Journal of Computer-Mediated Communication;2007;Gender Differences in British Blogging;no;only method;no;no;no;yes;no;no;communicator research;computer;private_shpere
Journal of Computer-Mediated Communication;2009;Exploring Relationships Between Traditional and New Media Literacies: British Preteen Texters at School;no;only method;no;no;no;yes;no;no;media effects;computer;private_shpere
Journal of Computer-Mediated Communication;2007;Anonymity and Self-Disclosure on Weblogs;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2005;Instant Messaging for Collaboration: A Case Study of a High-Tech Firm;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
Journal of Computer-Mediated Communication;2006;A Sign of the Times: An Analysis of Organizational Members? Email Signatures;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Computer-Mediated Communication;2003;Gratification Niches of Monthly Print Magazines and the World Wide Web Among a Group of Special-Interest Magazine Subscribers;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;journalism
Journal of Computer-Mediated Communication;2004;The Adoption and Use of the Internet in South Korea;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Journal of Computer-Mediated Communication;2005;Debating the Events of September 11th: Discursive and Interactional Dynamics in Three Online Fora;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Journal of Computer-Mediated Communication;2005;Internet Community Group Participation: Psychosocial Benefits for Women with Breast Cancer;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Computer-Mediated Communication;2009;Mobilizers Mobilized: Information, Expression, Mobilization and Participation in the Digital Age;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Journal of Computer-Mediated Communication;2003;Procedures for Analyses of Online Communities;no;no;only method;no;no;no;yes;no;methods;internet;combination
Journal of Computer-Mediated Communication;2014;(Russian) Writer-Bloggers: Digital Perfection and the Aesthetics of Imperfection;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Journal of Computer-Mediated Communication;2008;The Blog is Serving Its Purpose: Self-Presentation Strategies on 38pitches.com.;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Computer-Mediated Communication;2005;Knowledge Transfer and Collaboration in Distributed U.S.-Thai Teams;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2007;Mapping Diversities and Tracing Trends of Cultural Homogeneity/Heterogeneity in Cyberspace;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Computer-Mediated Communication;2015;Families and Networks of Internet Memes: The Relationship Between Cohesiveness, Uniqueness, and Quiddity Concreteness;no;no;only method;no;no;no;yes;no;media contents;computer;combination
Journal of Computer-Mediated Communication;2003;State Legislators' Perceptions of the Use of E-mail in Constituent Communication;no;only method;no;no;no;yes;no;no;communicator research;computer;PR/campaining
Journal of Computer-Mediated Communication;2014;Effects of Online Comments on Smokers' Perception of Antismoking Public Service Announcements;no;only method;no;no;no;yes;no;no;media effects;computer;PR/campaining
Journal of Computer-Mediated Communication;2014;Internet Jokes: The Secret Agents of Globalization?;no;no;only method;no;no;no;yes;no;media contents;internet;entertainment
Journal of Computer-Mediated Communication;2004;Web Site Adaptation: A Cross-Cultural Comparison of U.S. and Mexican Web Sites;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Computer-Mediated Communication;2014;Tracking Configurable Culture From the Margins to the Mainstream;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Journal of Computer-Mediated Communication;2015;Antecedents and Consequences of Gender Swapping in Online Games;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Computer-Mediated Communication;2009;Reality Television as a Model for Online Behavior: Blogging, Photo, and Video Sharing;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Journal of Computer-Mediated Communication;2006;Online Word-of-Mouth (or Mouse): An Exploration of Its Antecedents and Consequences;no;only method;no;no;no;yes;no;no;interpersonal communication;computer;private_shpere
Journal of Computer-Mediated Communication;2001;Telepsychiatry as a Case Study of Presence: Do You Know What You Are Missing?;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Journal of Computer-Mediated Communication;2005;Picturing Usenet: Mapping Computer-Mediated Collective Action;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Journal of Computer-Mediated Communication;2009;Is There Social Capital in a Social Network Site?: Facebook Use and College Students' Life Satisfaction, Trust, and Participation1;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2007;Online Communication and Adolescent Well-Being: Testing the Stimulation Versus the Displacement Hypothesis;no;only method;no;no;no;yes;no;no;media effects;internet;private_shpere
Journal of Computer-Mediated Communication;2013;Campaigning on Twitter: Microblogging and Online Social Networking as Campaign Tools in the 2010 General Elections in the Netherlands;no;no;only method;no;no;no;yes;no;communicator research;computer;PR/campaining
Journal of Computer-Mediated Communication;2002;Language Choice Online: Globalization and Identity in Egypt;no;central method;subordinate method;no;no;yes;yes;no;uses & gratifications;internet;combination
Journal of Computer-Mediated Communication;2006;Gender and the Use of Exclamation Points in Computer-Mediated Communication: An Analysis of Exclamations Posted to Two Electronic Discussion Lists;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Computer-Mediated Communication;2001;Telehospice: Using Telecommunication Technology for Terminally Ill Patients;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Journal of Computer-Mediated Communication;2008;Communication Assessment of the Most Frequented Breast Cancer Websites: Evaluation of Design and Theoretical Criteria;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Computer-Mediated Communication;2003;Interactive Internet? Studying Mediated Interaction With Publicly Available Search Engines;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Computer-Mediated Communication;2010;Weak-Tie Support Network Preference and Perceived Life Stress Among Participants in Health-Related, Computer-Mediated Support Groups;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2006;Homophily of Network Ties and Bonding and Bridging Social Capital in Computer-Mediated Distributed Teams;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2004;E-Government in China: A Content Analysis of National and Provincial Web Sites;no;no;only method;no;no;no;yes;no;media contents;internet;PR/campaining
Journal of Computer-Mediated Communication;2011;The Role of Social Network Sites in Romantic Relationships: Effects on Jealousy and Relationship Happiness;no;only method;no;no;no;yes;no;no;media effects;computer;private_shpere
Journal of Computer-Mediated Communication;2011;Understanding the Role of Sense of Presence and Perceived Autonomy in Users' Continued Use of Social Virtual Worlds;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;entertainment
Journal of Computer-Mediated Communication;2012;Does Blogging Empower Women? Exploring the Role of Agency and Community;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Journal of Computer-Mediated Communication;2012;Interacting is believing? Examining bottom-Up credibility of blogs among politically interested Internet users;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Journal of Computer-Mediated Communication;2012;Social Interaction in YouTube Text-Based Polylogues: A Study of Coherence;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Computer-Mediated Communication;2012;Social Networking Sites: Their Users and Social Implications — A Longitudinal Study;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Computer-Mediated Communication;2012;Web Technologies of the Self: The Arising of the “Blogger” Identity;no;only method;no;no;no;yes;no;no;communicator research;internet;combination
Journal of Computer-Mediated Communication;2012;Loyalty Due to Others: The Relationships Among Challenge, Interdependence, and Online Gamer Loyalty;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Media Psychology;2015;Effects of right-wing populist political advertising on implicit and explicit stereotypes;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
Journal of Media Psychology;2015;The more you say, the less they hear: The effect of disclosures in entertainment-education;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Journal of Media Psychology;2012;Outcomes;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Journal of Media Psychology;2014;Tunnel Vision or Desensitization?;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Media Psychology;2015;Online disinhibition: Precursors and outcomes;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Media Psychology;2014;Understanding the Experience of Imaginary Audience in a Social Media Environment;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Media Psychology;2014;Guitar Hero or Zero?;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Media Psychology;2015;Is seeing believing? The relationship between TV consumption and Islamophobia in German majority society;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Media Psychology;2012;Ethnolinguistic;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Media Psychology;2014;Memory of an Outgroup;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Journal of Media Psychology;2011;Cognitve, Attitudinal, and Emotional;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Media Psychology;2013;Political Learning Through Entertainment – Only an Illusion?;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Media Psychology;2011;Internet Addiction;no;only method;no;no;no;yes;no;no;media effects;computer;entertainment
Journal of Media Psychology;2013;Anger, Sadness, and Fear Responses to Crime and Accident News Stories;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Journal of Media Psychology;2012;Covering your Face;no;only method;no;no;no;yes;no;no;interpersonal communication;computer;private_shpere
Journal of Media Psychology;2013;Helping Behaviors During Video Game Play;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Media Psychology: Theories, Methods, an;2010;Cultivation Effects of a Newspaper on Reality Estimates and Explicit and Implicit Attitudes;no;coequal method;coequal method;no;no;yes;yes;no;media effects;print;journalism
Journal of Media Psychology: Theories, Methods, an;2010;Controlling Presentation Speed, Labels, and Tooltips in Interactive Animations;no;only method;no;no;no;yes;no;no;media effects;audio-visual;private_shpere
Journal of Media Psychology: Theories, Methods, an;2009;You Are All Loved so Much';no;no;only method;no;no;no;yes;no;interpersonal communication;computer;private_shpere
Journal of Media Psychology: Theories, Methods, an;2008;Spreading the Word;no;no;only method;no;no;no;yes;no;media effects;computer;private_shpere
Journal of Media Psychology: Theories, Methods, an;2009;Challenging the Frame in the News;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Journal of Public Relations Research;2009;Comparison of Indirect Sources of Efficacy Information in Pretesting Messages for Campaigns to Prevent Drunken Driving;no;only method;no;no;no;yes;no;no;media effects;audio-visual;PR/campaining
Journal of Public Relations Research;2014;Trust Me, Trust Me Not: An Experimental Analysis of the Effect of Transparency on Organizations;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Journal of Public Relations Research;2010;Contextual and Audience Moderators of Channel Selection and Message Reception of Public Health Information in Routine and Crisis Situations;no;only method;no;no;no;yes;no;no;uses & gratifications; ;PR/campaining
Journal of Public Relations Research;2005;Feminists Shaping News: A Framing Analysis of News Releases From the National Organization for Women;no;no;only method;no;no;no;yes;no;media contents;print;PR/campaining
Journal of Public Relations Research;2004;The Good, the Bad, and the Ugly: Perceptions of Public Relations Practitioners;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;PR/campaining
Journal of Public Relations Research;2008;Does (Linking with) Practice Make Perfect? A Survey of Public Relations Scholars' Perspectives;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2005;Exploring Types of Organization-Public Relationships and Their Implications for Relationship Management in Public Relations;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2001;An Extended Examination of the Crisis Situations: A Fusion of the Relational Management and Symbolic Approaches;no;only method;no;no;no;yes;no;no;uses & gratifications; ;PR/campaining
Journal of Public Relations Research;2011;Discourses of American Indian Racial Identity in the Public Relations Materials of the Fred Harvey Company 1902-1936;no;no;only method;no;no;no;yes;no;media contents;print;PR/campaining
Journal of Public Relations Research;2002;Ivy Lee and the Rockefellers' Response to the 1913-1914 Colorado Coal Strike;no;no;only method;no;no;no;yes;no;communicator research;print;PR/campaining
Journal of Public Relations Research;2002;Community Relationship Building: Local Leadership in the Risk Communication Infrastructure;no;only method;no;no;no;yes;no;no;uses & gratifications; ;PR/campaining
Journal of Public Relations Research;2014;A Social Networks Approach to Public Relations on Twitter: Social Mediators and Mediated Public Relations;no;no;only method;no;no;no;yes;no;media contents;computer;PR/campaining
Journal of Public Relations Research;2003;Exploding the Myth of the Symmetrical/Asymmetrical Dichotomy: Public Relations Models in the New South Africa;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2000;Diversity Issues and Public Relations;no;only method;no;no;no;yes;no;no;communicator research;combination;PR/campaining
Journal of Public Relations Research;2009;Effects of Reputation, Relational Satisfaction, and Customer - Company Identification on Positive Word-of-Mouth Intentions;no;only method;no;no;no;yes;no;no;media effects;conversations;PR/campaining
Journal of Public Relations Research;2001;Values of Public Relations: Effects on Organization-Public Relationships Mediating Conflict Resolution;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Journal of Public Relations Research;2012;The Estimation of the South Korean Governments Diplomacy for Its Opposing Public North Korea;no;only method;no;no;no;yes;no;no;uses & gratifications; ;PR/campaining
Journal of Public Relations Research;2010;Mediation Effects of Organization-Public Relationship Outcomes on Public Intentions for Organizational Supports;no;only method;no;no;no;yes;no;no;media effects; ;PR/campaining
Journal of Public Relations Research;2001;Public Relations Roles and Media Choice;no;only method;no;no;no;yes;no;no;communicator research;combination;PR/campaining
Journal of Public Relations Research;2009;The Brewers and Public Relations History, 1909-1919;no;no;only method;no;no;no;yes;no;media contents;print;PR/campaining
Journal of Public Relations Research;2005;Hong Kong Consumers' Evaluation in an Airline Crash: A Path Model Analysis;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Journal of Public Relations Research;2012;Bridging the Gap An Exploratory Study of Corporate Social Responsibility among SMEs in Singapore;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2005;Applicability of the Generic Principles of Excellent Public Relations in a Different Cultural Context: The Case Study of Singapore;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2012;Managing Turbulence in the Blogosphere Evaluating the Blog-Mediated Crisis Communication Model with the American Red Cross;no;only method;no;no;no;yes;no;no;communicator research;computer;PR/campaining
Journal of Public Relations Research;2013;From Awareness to Advocacy: Understanding Nonprofit Communication, Participation, and Support;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;PR/campaining
Journal of Public Relations Research;2004;Public Relations Roles in Brazil: Hierarchy Eclipses Gender Differences;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2000;Public Relations Practitioner Role Enactment at the Senior Management Level Within U.K. Companies;no;only method;no;no;no;yes;no;no;communicator research;combination;PR/campaining
Journal of Public Relations Research;2009;The Leader as the Face of a Crisis: Philip Morris' CEO's Speeches During the 1990s;no;no;only method;no;no;no;yes;no;media contents;combination;PR/campaining
Journal of Public Relations Research;2010;The New Dynamic in Corporate Media Relations: How Fortune 500 Companies Are Using Virtual Press Rooms to Engage the Press;no;no;only method;no;no;no;yes;no;media contents;internet;PR/campaining
Journal of Public Relations Research;2008;Hot Waste in Utah: Conflict in the Public Arena;no;only method;no;no;no;yes;no;no;media effects; ;PR/campaining
Journal of Public Relations Research;2006;How Activist Groups Use Websites in Media Relations: Evaluating Online Press Rooms;no;no;only method;no;no;no;yes;no;media contents;internet;PR/campaining
Journal of Public Relations Research;2012;The Authentic Enterprise Another Buzz Word, or a True Driver of Quality Relationships?;no;only method;no;no;no;yes;no;no;uses & gratifications; ;PR/campaining
Journal of Public Relations Research;2013;Paralleling the Practice: An Analysis of the Scholarly Literature in Nonprofit Public Relations;no;no;only method;no;no;no;yes;no;methods;combination;PR/campaining
Journal of Public Relations Research;2012;Resource-Based Crisis Management The Important Role of the CEOs Reputation;no;only method;no;no;no;yes;no;no;media effects; ;PR/campaining
Journal of Public Relations Research;2013;Online Power Resource Management: Activist Resource Mobilization, Communication Strategy, and Organizational Structure;no;no;only method;no;no;no;yes;no;media contents;internet;PR/campaining
Journal of Public Relations Research;2007;The Situational Theory of Publics in a Different Cultural Setting: Consumer Publics in Singapore;no;only method;no;no;no;yes;no;no;uses & gratifications; ;PR/campaining
Journal of Public Relations Research;2008;Toward the Model of University Image: The Influence of Brand Personality, External Prestige, and Reputation;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;PR/campaining
Journal of Public Relations Research;2011;Confronting Whiteness in Public Relations Campaigns and Research with Women;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;PR/campaining
Journal of Public Relations Research;2006;Rectification Without Assuming Responsibility: Testing the Transgression Flowchart With the Vioxx Recall;no;no;only method;no;no;no;yes;no;media contents;print;PR/campaining
Journal of Public Relations Research;2013;Tracing the Impact of Media Relations and Television Coverage on U.S. Charitable Relief Fundraising: An Application of Agenda-Setting Theory across Three Natural Disasters;no;coequal method;coequal method;no;no;yes;yes;no;media effects;combination;combination
Journal of Public Relations Research;2006;Responding to Activism: An Experimental Analysis of Public Relations Strategy Influence on Attributes of Publics;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Journal of Public Relations Research;2009;An Analysis of the Influence of Public Relations Department Leadership Style on Public Relations Strategy Use and Effectiveness;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2007;Lobbying and Relationship Management: The K Street Connection;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journal of Public Relations Research;2008;Country Reputation in Multidimensions: Predictors, Effects, and Communication Channels;no;only method;no;no;no;yes;no;no;methods; ;PR/campaining
Journal of Public Relations Research;2006;Toward Public Relations Theory-Based Study of Public Diplomacy: Testing the Applicability of the Excellence Study;no;only method;no;no;no;yes;no;no;communicator research; ;PR/campaining
Journalism & Mass Communication Quarterly;2006;The Framesetting Effects of News: an Experimental Test of Advocacy Versus Objectivist Frames;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Journalism & Mass Communication Quarterly;2003;Experts in the Mass Media: Researchers as Sources in Danish Daily Newspapers, 1961-2001;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2008;Provocations in Public Relations: a Study of Gendered Ideologies of Power-Influence in Practice;no;only method;no;no;no;yes;no;no;communicator research;combination;PR/campaining
Journalism & Mass Communication Quarterly;2005;How Newspaper Sources Trigger Gender Stereotypes;no;only method;no;no;no;yes;no;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2006;Third-Person Effects on Political Participation;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journalism & Mass Communication Quarterly;2011;Neighborliness;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journalism & Mass Communication Quarterly;2007;Media Effects on Public Safety Following a Natural Disaster: Testing Lagged Dependent Variable Models;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journalism & Mass Communication Quarterly;2012;Drawing Lines in the Journalistic Sand: Jon Stewart, Edward R. Murrow, and Memory of News Gone By;no;no;only method;no;no;no;yes;no;communicator research;audio-visual;journalism
Journalism & Mass Communication Quarterly;2003;Professional Confidence and Situational Ethics: Assessing the Social-Professional Dialectic in Journalistic Ethics Decisions;no;only method;no;no;no;yes;no;no;communicator research;print;journalism
Journalism & Mass Communication Quarterly;2006;Media use and the Perceived Justice of Local Science Authorities;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journalism & Mass Communication Quarterly;2003;Social Construction of Three Influenza Pandemics in the New York Times;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2011;Gendered Blogosphere;no;no;only method;no;no;no;yes;no;media contents;computer;combination
Journalism & Mass Communication Quarterly;2015;Which Ticker Format Works Best? Effects of Updating and Scrolling News Content on Viewer Memory and Program Engagement;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;journalism
Journalism & Mass Communication Quarterly;2005;Representing the Third Wave: Mainstream Print Media Framing of a New Feminist Movement;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2007;U.S. Elite and Non-Elite Newspapers' Portrayal of the Iraq War: a Comparison of Frames and Source use;no;no;only method;no;no;no;yes;no;media contents;combination;combination
